ASVid	Top NCBI taxa	alnlen	pid	Note	Chiemra
58177e2c667bfdd81bc2353680725fa9	Trombidiformes	85.0	89.7	bat mite
a605cd81e6985c1d954cbdd5802427a2	Deroceras laeve	95.0	99.5	marsh slug
4436c2ca69c8a8648bacdf73dc9813fe	Deroceras laeve	95.0	99.5	marsh slug
2bbf26c1352194da138b8e3608775569	Trombidiformes	88.0	89.4	bat mite
0d8db3cec9737db211d09c5ee8ac3bce	Gracilaria smithsoniensis	51.0	83.0	red algae	?
033fa341ff37dfee8d9ba6b1dbb79473	Triphleba sp.	50.0	84.0	diptera	Y
9cd907320007cc58f12cff7752bc7d56	Tarsonemidae sp	98.0	91.5	mite
f171da7665d6ded85448b60858a6ea51	Trichonta sp.	50.0	87.9	diptera	Y
87a693b99bd7b10481a7e57994c26d3f	Tarsonemidae sp	98.0	91.0	mite
5cc447ff97ec34a3fa1a138e10669164	Sciaridae sp.	51.0	85.3	diptera	Y
abc739d7473089e4092a1999326d97fc	Meira miltonrushii	95.0	88.0	fungi
b00fcb732e4beb8c2c9429ff1de5c9cf	Koenikea sp.	100.0	89.7	mite
4681fdbc0aed9e00c6118b6dbfbfbe6a	Scutacaridae sp.	85.0	90.3	mite
0b3b102c7de16e63cdfe905f251c3019	Tarsonemidae sp.	99.0	91.1	mite
26959c0194bbe89de99c04c9414ad908	Sciaridae sp.	50.0	84.9	diptera
5d84e1bbaff9b5b7a34746fd8c46f59b	Aturus sp.	98.0	90.0	mite
b6716ca606ee1706ea17d31833b1fdd9	Meira miltonrushii	95.0	88.0	fungi
84c2a1b8875f82639b31fb5247109c9d	Tarsonemidae sp	87.0	86.6	mite
937d6dc40d10d947cfeff52bdc849e6c	Tarsonemidae sp	96.0	83.8	mite
90a0e0ea3de14277ce41deb675f0f1cb	Piona sp0934B	99.0	87.7	mite
7127694748437da254fedfacc144eac3	Tarsonemidae sp	98.0	91.5	mite
d47c170a1f038db0a824007b4c4f5cff	Catinella avara	98.0	99.0	snail
88ee0c5efa2de9188f1636648c40338f	Pythium violae	100.0	91.4	fungi
ea12e346b9783f0a2b600ce5426f2025	Aceria tosichella	75.0	82.5	mite
0a05e7f280bb51ef870a5729ffa5b523	Cecidomyiidae sp	99.0	79.4	diptera
80ae6f2145fa092feaf888b4d4c47838	Megaselia rufipes	79.0	82.0	diptera
c97fa439e80503a76e3f5a27ca9fbb58	Lagenidium sp.	98.0	88.8	fungi
9f6ab4794bfed9b8c221b9ac3676902a	Tarsonemidae sp	98.0	92.0	mite
e5a33d5fa2d8188ed51bcd3261c6a90a	Bursaphelenchus antoniae	100.0	88.7	roundworm
b68c707b0c426f15dcf5fb3041edf9ce	Blattella sp.	99.0	77.1	blattodea
a994792ef18d952f2789d3b36084e1da	Deroceras laeve	100.0	100.0	marsh slug
8cfe39182e680197e846c7fd2c22b33f	Rhabditida sp.	99.0	90.6	roundworm
bd35d32beb1ca0cfa300474bb9455b1e	nomatch			nomatch
9cec78363688f78a43773e1664ecb34f	nomatch			nomatch
886551ac6a265d488df59120d9ddcc05	Tarsonemidae sp.	99.0	92.1	mite
9ab3f14277c4237b0bb27af4551e8729	nomatch			nomatch
72531b920bf6f6968a8951329d6a3f6f	Bursaphelenchus antoniae	97.0	88.9	roundworm
d9e689d0ffc4d8b77a939401e48f4a0a	Xysticus luctans	44.0	93.6	crab spider
61c42ed755bf451530817a5f58a79789	Tarsonemidae sp.	98.0	91.0	mite
b44b711352bce9042d2e8551e6d8f77e	Rhabditida sp.	95.0	91.3	roundworm
9f442ec0e25f88bd6c228a22a972867a	Pythium paroecandrum	100.0	89.5	fungi	
